I_1571856,D,10,1001,Ciencias Naturales,1,Procesos químicos,Uso comprensivo del conocimiento científico-Procesos químicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,Establece relaciones entre las propiedades y estructura de la materia con la formación de iones y moléculas.,Muy Difícil,"26,92%","0,00%","30,77%","19,23%","23,08%","26,92%"
I_1382112,B,10,1001,Ciencias Naturales,1,Procesos vivos,Explicación de fenómenos-Procesos vivos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Analiza y usa modelos biológicos para comprender la dinámica que se da en lo vivo y en el entorno.,Muy Difícil,"34,62%","0,00%","11,54%","34,62%","34,62%","19,23%"
I_1437728,B,10,1001,Ciencias Naturales,1,Procesos vivos,Explicación de fenómenos-Procesos vivos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Analiza y usa modelos biológicos para comprender la dinámica que se da en lo vivo y en el entorno.,Muy Difícil,"34,62%","0,00%","30,77%","34,62%","23,08%","11,54%"
I_1569723,C,10,1001,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Difícil,"53,85%","0,00%","11,54%","19,23%","53,85%","15,38%"
I_1501372,A,10,1001,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Difícil,"38,46%","0,00%","38,46%","15,38%","42,31%","3,85%"
I_1501265,B,10,1001,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Deriva conclusiones para algunos fenómenos de la naturaleza basándose en conocimientos científicos y en la evidencia de su propia investigación y de la de otros.,Comunica de forma apropiada el proceso y los resultados de investigación en ciencias naturales.,Difícil,"38,46%","0,00%","26,92%","38,46%","23,08%","11,54%"
I_1503135,A,10,1001,Ciencias Naturales,1,Procesos vivos,Uso comprensivo del conocimiento científico-Procesos vivos,Identifica las características de algunos fenómenos de la naturaleza basado en el análisis de información y conceptos propios del conocimiento científico.,Identifica características de algunos procesos que se dan al interior de los ecosistemas para comprender la dinámica que se dan a su interior.,Muy Difícil,"30,77%","0,00%","30,77%","23,08%","30,77%","15,38%"
I_1894364,C,10,1002,Ciencias Naturales,1,"Ciencia, tecnología y sociedad","Explicación de fenómenos-Ciencia, tecnología y sociedad","Analiza el potencial del uso de recursos naturales o artefactos y sus efectos sobre el entorno y la salud, así como las posibilidades de desarrollo para las comunidades.",Explica cómo la explotación de un recurso o el uso de una tecnología tiene efectos positivos y/o negativos en las personas y en el entorno.,Difícil,"42,86%","0,00%","14,29%","23,81%","42,86%","19,05%"
I_1894375,C,10,1002,Ciencias Naturales,1,"Ciencia, tecnología y sociedad","Uso comprensivo del conocimiento científico-Ciencia, tecnología y sociedad",Identifica las características de algunos fenómenos de la naturaleza basado en el análisis de información y conceptos propios del conocimiento científico.,Reconoce posibles cambios en el entorno por la explotación de un recurso o el uso de una tecnología.,Difícil,"47,62%","0,00%","42,86%","9,52%","47,62%","0,00%"
I_1894382,D,10,1002,Ciencias Naturales,1,"Ciencia, tecnología y sociedad","Uso comprensivo del conocimiento científico-Ciencia, tecnología y sociedad",Identifica las características de algunos fenómenos de la naturaleza basado en el análisis de información y conceptos propios del conocimiento científico.,Reconoce posibles cambios en el entorno por la explotación de un recurso o el uso de una tecnología.,Muy Difícil,"28,57%","0,00%","19,05%","33,33%","19,05%","28,57%"
I_1410624,B,10,1002,Ciencias Naturales,1,Procesos físicos,Explicación de fenómenos-Procesos físicos,"Explica cómo ocurren algunos fenómenos de la naturaleza basado en observaciones, en patrones y en conceptos propios del conocimiento científico.","Elabora explicaciones al relacionar las variables de estado que describen un sistema, argumentando a partir de los modelos básicos de cinemática y dinámica Newtoniana.",Muy Difícil,"28,57%","0,00%","23,81%","28,57%","38,10%","9,52%"
I_1570790,D,10,1002,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Observa y relaciona patrones en los datos para evaluar las predicciones.,"Interpreta y analiza datos representados en texto, gráficas, dibujos, diagramas o tablas.",Difícil,"38,10%","0,00%","19,05%","9,52%","33,33%","38,10%"
I_1449739,D,10,1002,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Da posibles explicaciones de eventos o fenómenos consistentes con conceptos de la ciencia (predicción o hipótesis).,Difícil,"42,86%","0,00%","9,52%","42,86%","4,76%","42,86%"
I_1503421,D,10,1002,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Comprende que a partir de la investigación científica se construyen explicaciones sobre el mundo natural.,Analiza qué tipo de pregunta puede ser contestada a partir del contexto de una investigación científica.,Muy Difícil,"28,57%","4,76%","9,52%","4,76%","52,38%","28,57%"
I_1570704,A,10,1002,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Deriva conclusiones para algunos fenómenos de la naturaleza basándose en conocimientos científicos y en la evidencia de su propia investigación y de la de otros.,Elabora conclusiones a partir de información o evidencias que las respalden.,Difícil,"42,86%","0,00%","42,86%","19,05%","23,81%","14,29%"
I_1899443,D,10,1002,Ciencias Naturales,1,Procesos físicos,Uso comprensivo del conocimiento científico-Procesos físicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,"Relaciona los distintos factores que determinan la dinámica de un sistema o fenómeno (condiciones iniciales, parámetros y constantes) para identificar (no en un modelo) su comportamiento, teniendo en cuenta las leyes de la física.",Muy Difícil,"14,29%","0,00%","19,05%","42,86%","23,81%","14,29%"
I_1402873,D,10,1002,Ciencias Naturales,1,Procesos químicos,Explicación de fenómenos-Procesos químicos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Identifica y usa modelos químicos para comprender fenómenos particulares de la naturaleza.,Muy Difícil,"0,00%","4,76%","38,10%","33,33%","23,81%","0,00%"
I_1571721,C,10,1002,Ciencias Naturales,1,Procesos químicos,Indagación-Procesos químicos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Difícil,"47,62%","0,00%","23,81%","19,05%","47,62%","9,52%"
I_1571813,D,10,1002,Ciencias Naturales,1,Procesos químicos,Indagación-Procesos químicos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Usa información adicional para evaluar una predicción.,Muy Difícil,"23,81%","4,76%","23,81%","28,57%","19,05%","23,81%"
I_1501412,D,10,1002,Ciencias Naturales,1,Procesos químicos,Uso comprensivo del conocimiento científico-Procesos químicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,Diferencia distintos tipos de reacciones químicas y realiza de manera adecuada cálculos teniendo en cuenta la ley de conservación de la masa y carga.,Muy Difícil,"23,81%","0,00%","9,52%","28,57%","38,10%","23,81%"
I_1571856,D,10,1002,Ciencias Naturales,1,Procesos químicos,Uso comprensivo del conocimiento científico-Procesos químicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,Establece relaciones entre las propiedades y estructura de la materia con la formación de iones y moléculas.,Muy Difícil,"23,81%","0,00%","19,05%","23,81%","33,33%","23,81%"
I_1437728,B,10,1002,Ciencias Naturales,1,Procesos vivos,Explicación de fenómenos-Procesos vivos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Analiza y usa modelos biológicos para comprender la dinámica que se da en lo vivo y en el entorno.,Difícil,"47,62%","0,00%","19,05%","47,62%","28,57%","4,76%"
I_1382112,B,10,1002,Ciencias Naturales,1,Procesos vivos,Explicación de fenómenos-Procesos vivos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Analiza y usa modelos biológicos para comprender la dinámica que se da en lo vivo y en el entorno.,Muy Difícil,"28,57%","4,76%","19,05%","28,57%","33,33%","14,29%"
I_1569723,C,10,1002,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Dificultad Moderada,"66,67%","4,76%","4,76%","19,05%","66,67%","4,76%"
I_1501372,A,10,1002,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Muy Difícil,"28,57%","0,00%","28,57%","14,29%","42,86%","14,29%"
I_1501265,B,10,1002,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Deriva conclusiones para algunos fenómenos de la naturaleza basándose en conocimientos científicos y en la evidencia de su propia investigación y de la de otros.,Comunica de forma apropiada el proceso y los resultados de investigación en ciencias naturales.,Muy Difícil,"33,33%","0,00%","28,57%","33,33%","23,81%","14,29%"
I_1503135,A,10,1002,Ciencias Naturales,1,Procesos vivos,Uso comprensivo del conocimiento científico-Procesos vivos,Identifica las características de algunos fenómenos de la naturaleza basado en el análisis de información y conceptos propios del conocimiento científico.,Identifica características de algunos procesos que se dan al interior de los ecosistemas para comprender la dinámica que se dan a su interior.,Muy Difícil,"23,81%","0,00%","23,81%","4,76%","33,33%","38,10%"
I_1894364,C,10,1003,Ciencias Naturales,1,"Ciencia, tecnología y sociedad","Explicación de fenómenos-Ciencia, tecnología y sociedad","Analiza el potencial del uso de recursos naturales o artefactos y sus efectos sobre el entorno y la salud, así como las posibilidades de desarrollo para las comunidades.",Explica cómo la explotación de un recurso o el uso de una tecnología tiene efectos positivos y/o negativos en las personas y en el entorno.,Dificultad Moderada,"56,25%","0,00%","6,25%","25,00%","56,25%","12,50%"
I_1894375,C,10,1003,Ciencias Naturales,1,"Ciencia, tecnología y sociedad","Uso comprensivo del conocimiento científico-Ciencia, tecnología y sociedad",Identifica las características de algunos fenómenos de la naturaleza basado en el análisis de información y conceptos propios del conocimiento científico.,Reconoce posibles cambios en el entorno por la explotación de un recurso o el uso de una tecnología.,Difícil,"50,00%","0,00%","6,25%","31,25%","50,00%","12,50%"
I_1894382,D,10,1003,Ciencias Naturales,1,"Ciencia, tecnología y sociedad","Uso comprensivo del conocimiento científico-Ciencia, tecnología y sociedad",Identifica las características de algunos fenómenos de la naturaleza basado en el análisis de información y conceptos propios del conocimiento científico.,Reconoce posibles cambios en el entorno por la explotación de un recurso o el uso de una tecnología.,Muy Difícil,"31,25%","0,00%","12,50%","25,00%","31,25%","31,25%"
I_1410624,B,10,1003,Ciencias Naturales,1,Procesos físicos,Explicación de fenómenos-Procesos físicos,"Explica cómo ocurren algunos fenómenos de la naturaleza basado en observaciones, en patrones y en conceptos propios del conocimiento científico.","Elabora explicaciones al relacionar las variables de estado que describen un sistema, argumentando a partir de los modelos básicos de cinemática y dinámica Newtoniana.",Dificultad Moderada,"56,25%","0,00%","25,00%","56,25%","18,75%","0,00%"
I_1570790,D,10,1003,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Observa y relaciona patrones en los datos para evaluar las predicciones.,"Interpreta y analiza datos representados en texto, gráficas, dibujos, diagramas o tablas.",Muy Difícil,"25,00%","0,00%","31,25%","25,00%","18,75%","25,00%"
I_1503421,D,10,1003,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Comprende que a partir de la investigación científica se construyen explicaciones sobre el mundo natural.,Analiza qué tipo de pregunta puede ser contestada a partir del contexto de una investigación científica.,Muy Difícil,"25,00%","0,00%","25,00%","25,00%","25,00%","25,00%"
I_1449739,D,10,1003,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Da posibles explicaciones de eventos o fenómenos consistentes con conceptos de la ciencia (predicción o hipótesis).,Muy Difícil,"12,50%","0,00%","18,75%","12,50%","56,25%","12,50%"
I_1570704,A,10,1003,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Deriva conclusiones para algunos fenómenos de la naturaleza basándose en conocimientos científicos y en la evidencia de su propia investigación y de la de otros.,Elabora conclusiones a partir de información o evidencias que las respalden.,Difícil,"37,50%","0,00%","37,50%","31,25%","18,75%","12,50%"
I_1899443,D,10,1003,Ciencias Naturales,1,Procesos físicos,Uso comprensivo del conocimiento científico-Procesos físicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,"Relaciona los distintos factores que determinan la dinámica de un sistema o fenómeno (condiciones iniciales, parámetros y constantes) para identificar (no en un modelo) su comportamiento, teniendo en cuenta las leyes de la física.",Muy Difícil,"12,50%","0,00%","31,25%","18,75%","37,50%","12,50%"
I_1402873,D,10,1003,Ciencias Naturales,1,Procesos químicos,Explicación de fenómenos-Procesos químicos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Identifica y usa modelos químicos para comprender fenómenos particulares de la naturaleza.,Muy Difícil,"6,25%","0,00%","25,00%","31,25%","37,50%","6,25%"
I_1571721,C,10,1003,Ciencias Naturales,1,Procesos químicos,Indagación-Procesos químicos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Difícil,"43,75%","6,25%","6,25%","25,00%","43,75%","18,75%"
I_1571813,D,10,1003,Ciencias Naturales,1,Procesos químicos,Indagación-Procesos químicos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Usa información adicional para evaluar una predicción.,Muy Difícil,"25,00%","0,00%","25,00%","18,75%","31,25%","25,00%"
I_1501412,D,10,1003,Ciencias Naturales,1,Procesos químicos,Uso comprensivo del conocimiento científico-Procesos químicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,Diferencia distintos tipos de reacciones químicas y realiza de manera adecuada cálculos teniendo en cuenta la ley de conservación de la masa y carga.,Muy Difícil,"12,50%","0,00%","12,50%","50,00%","25,00%","12,50%"
I_1571856,D,10,1003,Ciencias Naturales,1,Procesos químicos,Uso comprensivo del conocimiento científico-Procesos químicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,Establece relaciones entre las propiedades y estructura de la materia con la formación de iones y moléculas.,Muy Difícil,"12,50%","6,25%","25,00%","18,75%","37,50%","12,50%"
I_1382112,B,10,1003,Ciencias Naturales,1,Procesos vivos,Explicación de fenómenos-Procesos vivos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Analiza y usa modelos biológicos para comprender la dinámica que se da en lo vivo y en el entorno.,Difícil,"43,75%","0,00%","12,50%","43,75%","31,25%","12,50%"
I_1437728,B,10,1003,Ciencias Naturales,1,Procesos vivos,Explicación de fenómenos-Procesos vivos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Analiza y usa modelos biológicos para comprender la dinámica que se da en lo vivo y en el entorno.,Muy Difícil,"25,00%","0,00%","25,00%","25,00%","43,75%","6,25%"
I_1569723,C,10,1003,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Muy Difícil,"12,50%","0,00%","25,00%","25,00%","12,50%","37,50%"
I_1501372,A,10,1003,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Muy Difícil,"6,25%","0,00%","6,25%","25,00%","37,50%","31,25%"
I_1501265,B,10,1003,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Deriva conclusiones para algunos fenómenos de la naturaleza basándose en conocimientos científicos y en la evidencia de su propia investigación y de la de otros.,Comunica de forma apropiada el proceso y los resultados de investigación en ciencias naturales.,Muy Difícil,"25,00%","0,00%","31,25%","25,00%","31,25%","12,50%"
I_1503135,A,10,1003,Ciencias Naturales,1,Procesos vivos,Uso comprensivo del conocimiento científico-Procesos vivos,Identifica las características de algunos fenómenos de la naturaleza basado en el análisis de información y conceptos propios del conocimiento científico.,Identifica características de algunos procesos que se dan al interior de los ecosistemas para comprender la dinámica que se dan a su interior.,Muy Difícil,"31,25%","0,00%","31,25%","18,75%","43,75%","6,25%"
I_1892269,A,11,1101,Ciencias Naturales,1,"Ciencia, tecnología y sociedad","Explicación de fenómenos-Ciencia, tecnología y sociedad","Analiza el potencial del uso de recursos naturales o artefactos y sus efectos sobre el entorno y la salud, así como las posibilidades de desarrollo para las comunidades.",Explica cómo la explotación de un recurso o el uso de una tecnología tiene efectos positivos y/o negativos en las personas y en el entorno.,Dificultad Moderada,"68,75%","0,00%","68,75%","25,00%","0,00%","6,25%"
I_1892272,B,11,1101,Ciencias Naturales,1,"Ciencia, tecnología y sociedad","Explicación de fenómenos-Ciencia, tecnología y sociedad","Analiza el potencial del uso de recursos naturales o artefactos y sus efectos sobre el entorno y la salud, así como las posibilidades de desarrollo para las comunidades.",Explica el uso correcto y seguro de una tecnología o artefacto en un contexto específico.,Fácil,"75,00%","0,00%","12,50%","75,00%","6,25%","6,25%"
I_1504373,C,11,1101,Ciencias Naturales,1,Procesos físicos,Explicación de fenómenos-Procesos físicos,"Explica cómo ocurren algunos fenómenos de la naturaleza basado en observaciones, en patrones y en conceptos propios del conocimiento científico.","Elabora explicaciones al relacionar las variables de estado que describen un sistema electrónico, argumentando a partir de los modelos básicos de circuitos.",Muy Difícil,"31,25%","0,00%","18,75%","43,75%","31,25%","6,25%"
I_1900244,B,11,1101,Ciencias Naturales,1,Procesos físicos,Explicación de fenómenos-Procesos físicos,"Explica cómo ocurren algunos fenómenos de la naturaleza basado en observaciones, en patrones y en conceptos propios del conocimiento científico.","Elabora explicaciones al relacionar las variables de estado que describen un sistema, argumentando a partir de los modelos básicos de cinemática y dinámica Newtoniana.",Dificultad Moderada,"56,25%","0,00%","18,75%","56,25%","18,75%","6,25%"
I_1570744,D,11,1101,Ciencias Naturales,1,Procesos físicos,Indagación-Procesos físicos,Observa y relaciona patrones en los datos para evaluar las predicciones.,"Interpreta y analiza datos representados en texto, gráficas, dibujos, diagramas o tablas.",Dificultad Moderada,"68,75%","0,00%","12,50%","12,50%","6,25%","68,75%"
I_1449414,D,11,1101,Ciencias Naturales,1,Procesos físicos,Uso comprensivo del conocimiento científico-Procesos físicos,Identifica las características de algunos fenómenos de la naturaleza basado en el análisis de información y conceptos propios del conocimiento científico.,Identifica las formas de energía presentes en un fenómeno físico y las transformaciones que se dan entre las formas de energía.,Muy Difícil,"31,25%","0,00%","12,50%","37,50%","18,75%","31,25%"
I_1411287,A,11,1101,Ciencias Naturales,1,Procesos físicos,Uso comprensivo del conocimiento científico-Procesos físicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,Relaciona los componentes de un circuito en serie y en paralelo con sus respectivos voltajes y corrientes.,Muy Difícil,"31,25%","0,00%","31,25%","31,25%","37,50%","0,00%"
I_1436840,D,11,1101,Ciencias Naturales,1,Procesos químicos,Explicación de fenómenos-Procesos químicos,"Modela fenómenos de la naturaleza basado en el análisis de variables, la relación entre dos o más conceptos del conocimiento científico y de la evidencia derivada de investigaciones científicas.",Identifica y usa modelos químicos para comprender fenómenos particulares de la naturaleza.,Muy Difícil,"18,75%","0,00%","18,75%","37,50%","25,00%","18,75%"
I_1682030,D,11,1101,Ciencias Naturales,1,Procesos químicos,Indagación-Procesos químicos,Deriva conclusiones para algunos fenómenos de la naturaleza basándose en conocimientos científicos y en la evidencia de su propia investigación y de la de otros.,"Hace predicciones basado en información, patrones y regularidades.",Dificultad Moderada,"56,25%","0,00%","31,25%","12,50%","0,00%","56,25%"
I_1571591,D,11,1101,Ciencias Naturales,1,Procesos químicos,Indagación-Procesos químicos,Observa y relaciona patrones en los datos para evaluar las predicciones.,"Interpreta y analiza datos representados en texto, gráficas, dibujos, diagramas o tablas.",Fácil,"75,00%","0,00%","6,25%","6,25%","12,50%","75,00%"
I_1571606,D,11,1101,Ciencias Naturales,1,Procesos químicos,Indagación-Procesos químicos,Observa y relaciona patrones en los datos para evaluar las predicciones.,"Interpreta y analiza datos representados en texto, gráficas, dibujos, diagramas o tablas.",Dificultad Moderada,"62,50%","0,00%","18,75%","12,50%","6,25%","62,50%"
I_1502022,B,11,1101,Ciencias Naturales,1,Procesos químicos,Uso comprensivo del conocimiento científico-Procesos químicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,Diferencia distintos tipos de reacciones químicas y realiza de manera adecuada cálculos teniendo en cuenta la ley de conservación de la masa y carga.,Dificultad Moderada,"62,50%","6,25%","12,50%","62,50%","12,50%","6,25%"
I_1501480,D,11,1101,Ciencias Naturales,1,Procesos químicos,Uso comprensivo del conocimiento científico-Procesos químicos,Asocia fenómenos naturales con conceptos propios del conocimiento científico.,Establece relaciones entre las propiedades y estructura de la materia con la formación de iones y moléculas.,Muy Difícil,"25,00%","0,00%","25,00%","31,25%","18,75%","25,00%"
I_1569619,D,11,1101,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Observa y relaciona patrones en los datos para evaluar las predicciones.,"Interpreta y analiza datos representados en texto, gráficas, dibujos, diagramas o tablas.",Fácil,"81,25%","0,00%","6,25%","12,50%","0,00%","81,25%"
I_1437581,A,11,1101,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Comprende que a partir de la investigación científica se construyen explicaciones sobre el mundo natural.,Reconoce la importancia de la evidencia para comprender fenómenos naturales.,Fácil,"75,00%","0,00%","75,00%","18,75%","0,00%","6,25%"
I_1892289,D,11,1101,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Dificultad Moderada,"56,25%","0,00%","12,50%","18,75%","12,50%","56,25%"
I_1569656,D,11,1101,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Observa y relaciona patrones en los datos para evaluar las predicciones.,"Interpreta y analiza datos representados en texto, gráficas, dibujos, diagramas o tablas.",Dificultad Moderada,"56,25%","6,25%","0,00%","18,75%","18,75%","56,25%"
I_1502883,A,11,1101,Ciencias Naturales,1,Procesos vivos,Indagación-Procesos vivos,Utiliza algunas habilidades de pensamiento y de procedimiento para evaluar predicciones.,Diseña experimentos para dar respuesta a sus preguntas.,Dificultad Moderada,"68,75%","0,00%","68,75%","12,50%","18,75%","0,00%"
